Good quality but let down by office efficiency!,,,,,,,,,,,,,,
"The service was excellent and quick, any problems were explained.Overall they were very helpful and polite, I would use again.",,,,,,,,,,,,,,
"I’ve used [REDACTED] for years now and I’ve always had a fantastic experience. The order process is quick and simple; the tyres are very competitively priced (often the cheapest available online); and the garage fitting experience is straightforward. Give it a go, I assure you you won’t be disappointed. A+++",value for money positive,,,,,,,,,,,,,
"Ordered easily, great price, delivered to a local fitter & fitted when stated. Fabulous!",value for money positive,wait time positive,location positive,,,,,,,,,,,
Ordered tyres and booked appoinment for fitting on the easy to use website. Tyres were fitted on my selected date with no issues whatsoever. Thanks for an extremely simple to use site and great prices as well.,garage service positive,ease of booking positive,value for money positive,,,,,,,,,,,
Great service at the fitting bay. Pity [REDACTED] didn’t deliver the tyres when they said. 2nd time this has happened.,delivery punctuality negative,garage service positive,,,,,,,,,,,,
Excellent service from start to finish Will definitely use again,,,,,,,,,,,,,,
"I have already used this website twice for our family cars. Prices are competitive, there is a good variety of tyres of different prices. Tyres fitting is very quick and efficient. I am always very satisfied with the overall service!",value for money positive,length of fitting positive,,,,,,,,,,,,
"Very efficient,, great service. Many thanks.",,,,,,,,,,,,,,
"Arrived at 9.40 for a 10 appointment... tyres didn’t arrive until 10:30 then I wait and waited until gone 12. A few Tyre fitters walking around eating, a couple busy",delivery punctuality negative,wait time negative,garage service negative,,,,,,,,,,,
No problems with [REDACTED] who supplied the tyre and cheaper than all other options, and an excellent service from the garage who fitted the tyre.,value for money positive,garage service positive,,,,,,,,,,,
"I used [REDACTED] because they offered me a Saturday fitting slot. I could have booked with ats direct and saved £2 per tyre but couldn't book for the Saturday. Less than 24 hours (17) before my appointment I got an email off [REDACTED] to say it had been changed to Wednesday which wasn't what I wanted, if it was i would have booked it direct & saved myself money .",change of date negative,ease of booking negative,late notice negative,,,,,,,,,,,
Good value for money.,value for money positive,,,,,,,,,,,,,
Great tyres at a great price but having booked a slot at 09:30 staff said it would be an hour. When I returned the wrong tyres I had ordered had been put on. I got an apology but it made me late for a meeting and initially was nae to feel I was in the wrong,wait time negative,value for money positive,tyre quality positive,,,,,,,,,,,
Did exactly what it said on the tin!,,,,,,,,,,,,,,
Tyres arrived and were fitted as expected. No problem. I don't usually buy tyres online as I get first class service and prices from an independent fitting company where I live. However in this instance the only people who had my particular need in stock were the online companies. Michelin couldn't even quote a date for supply. Are the online brigade bullying the manufacturers into cutting the independents out I wonder?,wait time positive,delivery punctuality positive,,,,,,,,,,,,
Fab service!,,,,,,,,,,,,,,
"A very good experience. A very competitive price and decent choice of tyres. They have good communication also because my local garage couldn’t honour the initial time so an email came through with a contact number. I contacted it and within seconds, a lady took the call and liaised with the garage to sort it and agreed a new convenient time. Wouldn’t hesitate to use again and recommend.",response time positive,value for money positive,,,,,,,,,,,,
Cheap and easy whats not to like,value for money positive,,,,,,,,,,,,,
"Best price, best fitting service, what else could you ask for...?",garage service positive,value for money positive,,,,,,,,,,,,
professional service throughout,,,,,,,,,,,,,,
"Owning a classic car tyres are sometimes not readily available,[REDACTED] delivered quickly and at a reasonable price.",delivery punctuality positive,value for money positive,,,,,,,,,,,,
Excellent service will definitely use again thanks,,,,,,,,,,,,,,
Guys are amazing tyres sorted and delivered in a few days. The finance options are a saving grace when your a little short on cash. 👍🏻👍🏻👍🏻,delivery punctuality positive,value for money positive,,,,,,,,,,,,
"Quick, easy and reliable.",,,,,,,,,,,,,,
I have used [REDACTED] on a number of occasions and have not been disappointed. Excellent service and competitive pricing.,value for money positive,,,,,,,,,,,,,
"Had a problem with a tyre fitting shop . (They scratched the wheel !) [REDACTED] sorted it out ! for that alone I would give them 5 stars ! Plus the excellent service and keen pricing, can i give them six !",garage service negative,damage negative,value for money positive,advisor/agent service positive,,,,,,,,,,
"I have used them many times, always good service..",,,,,,,,,,,,,,
"Fast and easy pain free process. Pick your tires, order your tires, pick the place you want to put them on and done.",ease of booking positive,,,,,,,,,,,,,
"Excellent selection, great prices, easy to organise",value for money positive,ease of booking positive,,,,,,,,,,,,
good helpful communication finding me a fitting garage on Isle of Man. Good price including delivery and fitting. Will definitely use again.,value for money positive,,,,,,,,,,,,,
"Excellent service, will use again, highly recommend",,,,,,,,,,,,,,
Great service and saved a lot on four new Goodyear tyres.Will use again as so handy to be able to get fitted so local to me.,value for money positive,location positive,,,,,,,,,,,,
Easy transaction. Good price and efficient hook-up with a local garage for fitting. Recommended.,location positive,value for money positive,,,,,,,,,,,,
"Given a date to get tyres changed which suited me, at a location that suited me and was rated well by others, tyres arrived on time from [REDACTED] and were fitted quickly and professionally by ATS Euromaster who in my opinion were also very good.",location positive,delivery punctuality positive,length of fitting positive,garage service positive,,,,,,,,,,
Quick easy and good value. Local fitting next day perfect.,location positive,value for money positive,,,,,,,,,,,,
"I certainly got 2 decent tyres for a better price than our local garage could offer. I was slightly miffed that, the following day after I ordered the tyres, [REDACTED] had a flash 10% on the same ones I'd bought! I was told they couldn't honour it in my case.",discounts negative,value for money positive,,,,,,,,,,,,
easy to use and great selection of tyres. Fitting available from various local traders and all priced well below the local dealer price,location positive,value for money positive,,,,,,,,,,,,
"Booked a week in advance, dropped car off on the day to be told by the garage the tyres hadn't arrived. I phoned [REDACTED] and after half an hour of back and forth calls I was told the tyres were out of stock. I ended up eventually getting a refund and then spent the rest of the day trying to find a garage that stocked the right size of tyres. So all in all I wouldn't say it was the easy way to buy tyres.",no stock negative,delivery punctuality negative,,,,,,,,,,,,
All worked perfectly.,,,,,,,,,,,,,,
Excellent service from all people contacted during the purchase and unfortunately the serious tyre fitting issue. This issue related to a supplier ATS in Dundee however it was dealt with by [REDACTED] staff,advisor/agent service positive,garage service negative,,,,,,,,,,,,
"Good website, great service on final fitted products but no reply in regards to email I sent to CS re. an out of stock Michelin line",no stock negative,,,,,,,,,,,,,
"Received a recommendation from a work colleague so went home and found the website. Looked at others but price and access to numerous garages decided it for me. Easy to order tyres, easy to choose a garage near me and had two front tyres fitted. Great service thanks",location positive,value for money positive,,,,,,,,,,,,
Great service with tyres fitted at a great price. Would definitely buy my tyres from [REDACTED] again.,value for money positive,,,,,,,,,,,,,
Competetive pricing quick delivery Fitted on time good service from garage fitting tyres Will use [REDACTED] again,delivery punctuality positive,value for money positive,garage service positive,,,,,,,,,,,
Superb service,,,,,,,,,,,,,,
Simple and easy. Very good price,value for money positive,,,,,,,,,,,,,
Very straightforwardMail order offers considerable saving,discounts positive,,,,,,,,,,,,,
second lot of tyres from [REDACTED] found them most efficient will have no trouble in recommending them to my friends,,,,,,,,,,,,,,
Excellent experience and I will definitely use again the site was easy to use and painless from start to finish,,,,,,,,,,,,,,
Great value tires. Fitted and ready to go within about 25 mins. Great service.,value for money positive,length of fitting positive,,,,,,,,,,,,
Had a bit of trouble with the web site but computers aren't my thing.,,,,,,,,,,,,,,
Easy to use website that gave me the best offer. Local garage gave me excellent service.,garage service positive,value for money positive,,,,,,,,,,,,
"Easy to use, excellent prices and fitting service was brilliant.",value for money positive,,,,,,,,,,,,,
"Even if you don’t know what you want the website is easy to use for choosing tyres and booking appointments. The partner garage was friendly, prompt and professional. Would recommend to anyone - and do.",ease of booking positive,garage service positive,,,,,,,,,,,,
"Easy to order, number of garages to have them fitted, and the one used was very quick and satisfactory.",length of fitting positive,garage service positive,,,,,,,,,,,,
Competitive price,value for money positive,,,,,,,,,,,,,
Needed to change 3 Run Flats. [REDACTED] were 15% cheaper than the dealer quote and compared to some other companies online. Easy to browse and order. Size specifications are accurate when you choose make and model. Hassle free installation when you pick one of their premier partners. Couldn’t be easier!! Will definitely use again and recommend to friends and family!!But discounts given only when you order 4 tyres...,value for money positive,ease of booking positive,discounts negative,,,,,,,,,,,
Exactly as ordered. Swift delivery to tyre fitters and most importantly no hassle!,delivery punctuality positive,,,,,,,,,,,,,
Great service. Easy to use.,,,,,,,,,,,,,,
Efficient and great service,,,,,,,,,,,,,,
"Excellent product, service and price 👍",value for money positive,,,,,,,,,,,,,
"I have always received good service from Merityre, Abingdon in the past. This time was the same with the added bonus of [REDACTED] prices. Highly recommended.",value for money positive,garage service positive,,,,,,,,,,,,
Easy to search the tires I needed Great customer service Wouldn‚Äôt bother going anywhere else,,,,,,,,,,,,,,
Very good and cheap,value for money positive,,,,,,,,,,,,,
"Sent the wrong tyres, the garage fitted them and I had tonspent an hour on hold trying to get it resolve",incorrect tyres sent negative,garage service positive,call wait time negative,,,,,,,,,,,
"Fast delivery, however 2 incorrect tyres sent and fitted to the vehicle, should have been all V rated but sent 2 V and 2 H, the garage didn’t check and fitted them. This could have voided my insurance if I’d had an accident.",incorrect tyres sent negative,garage service negative,,,,,,,,,,,,
"great prices, super efficient service at the selected fitting venue",length of fitting positive,value for money positive,garage service positive,,,,,,,,,,,
Booked in for two tyres on my van turned up early and made very welcome left about 20mins later happy days why go anywhere else great job guys see you again,length of fitting positive,garage service positive,,,,,,,,,,,,
The original promise of two day delivery turned into four. But after that all went smoothly. Fitting at ATS very good. However getting Vredestien tyres for my other car were found available for £93.50 instead of £122 at [REDACTED]. So maybe a bit pricey.,delivery punctuality negative,value for money negative,garage service positive,,,,,,,,,,,
Very good quick and reliable service,,,,,,,,,,,,,,
"Cheap, Fast and very friendly staff, what more can you want? I used the at home service, excellent.",mobile fitter positive,value for money positive,,,,,,,,,,,,
Left the car to be done and got a call an hour later. Great job and no hassle.,length of fitting positive,,,,,,,,,,,,,
Excelent service! Cheapest you can find!,value for money positive,,,,,,,,,,,,,
All went to plan,,,,,,,,,,,,,,
Used these twice now. There was a problem with my first order which they rectified straight away. Great service.,advisor/agent service positive,,,,,,,,,,,,,
Completing my order online was simple and easy. However a couple of hours after selecting my local garage and paying for my tyre i received an email saying that the garage I had chosen couldn't to the tyre on that day not even later on that week. I had to call and reschedule which put hassle back into something that was supposed to be hassle free. The different fitting garage were fantastic I would select them again.,change of date negative,,,,,,,,,,,,,
Such a selection of tyres from economy to top rated tyres. Easy transaction and choice of local garages to use which you can book in there and then. All you need to do is turn up to your chosen garage and they have the tyres ready for you. No having to order or return another day.,location positive,value for money positive,ease of booking positive,,,,,,,,,,,
A simple foolproof process from start to finish.A large selection of suitable tyres at good prices.,value for money positive,,,,,,,,,,,,,
"We used ATS to replace our tyres, service was awful and when we arrived for an 8am appointment we were told they didn't open till 8.30. Wont use again",wait time negative,garage service negative,,,,,,,,,,,,
An excellent and convenient service. Very easy to access and a very good range of tyres for all budgets. I would certainly use this service again.,,,,,,,,,,,,,,
Excellent price on quality tyres. Chosen tyre fitter (ATS) also offered polite and efficient service. Nothing to fault.,tyre quality positive,value for money positive,garage service positive,,,,,,,,,,,
"Having bought a tyre for the first time from [REDACTED].com l can recommend them, top quality tyre at a competitive price and the fitting process was hassle free.",length of fitting positive,value for money positive,,,,,,,,,,,,
Easy to order and get it done will definitely recommend them,,,,,,,,,,,,,,
Easy to use great price and fitted at my local garage,value for money positive,location positive,,,,,,,,,,,,
The fitter was polite and quickly completed the task at hand.,length of fitting positive,garage service positive,,,,,,,,,,,,
"Easy to order, great service from our local fitter. Will definitely use again.",garage service positive,location positive,,,,,,,,,,,,
Great service.Easy to compare & choose tyres for my car. Couldn't find cheaper anywhere else (including fitting). Took the option to get them fitted by mobile fitter. Two tyres fitted & job done within 20 minutes. Will definitely use again.,mobile fitter positive,value for money positive,length of fitting positive,,,,,,,,,,,
User friendly website and great service.,,,,,,,,,,,,,,
Excellent service and quality of product is second to none,tyre quality positive,,,,,,,,,,,,,
"Not a fault of [REDACTED] direct, but I think the tyre fitter damaged my alloy wheel. I have no way of proving it as I didnt take pictures beforehand, but I noticed it straight afterwards. Disappointed.",damage negative,,,,,,,,,,,,,
GREAT WAY TO BUY TYRES .EXCELLENT,,,,,,,,,,,,,,
"Great price, easy ordering",ease of booking positive,value for money positive,,,,,,,,,,,,
Very easy to order on the website and subsequent work being done. Thank you,,,,,,,,,,,,,,
Easy and efficient way to buy tyres at a reasonable price,value for money positive,,,,,,,,,,,,,
Great service at D P Motors,,,,,,,,,,,,,,
The service was perfect. The reason why I give only 4 stars that both of the tyres made in the last year.,tyre age/dot code negative,,,,,,,,,,,,,
We always use [REDACTED] for replacement tyres for our cars and the service is always first class.,,,,,,,,,,,,,,
Excellent tyre at an excellent price.Excellent service from Kipling auto centres as well,,,,,,,,,,,,,,
Tyres arrived as promised,delivery punctuality positive,,,,,,,,,,,,,
"fitters didn't know much about AWD cars and tyre recommendations , which I thought was disappointing , gone back twice to have balancing redone ..still not perfect..",garage service negative,,,,,,,,,,,,,
"First time I have used the service . Have to say can't fault it , tyres were very good value and fitting service at chosen garage excellent . Would recommend anyone to try .",value for money positive,,,,,,,,,,,,,
Great tyres at a great price. The fitting centre picked up and fixed a puncture in another tyre. Great service.,tyre quality positive,value for money positive,garage service positive,,,,,,,,,,,
"As usual I went for the better quality of tyres. This company offered the best price. Less than 23 hours after having the tyres fitted , one of them let me down. It turned out that there had been a problem when the tyre was fitted. As I was 80 miles from home I had to go to another tyre supplier who sorted me out. Once home I contacted [REDACTED] who immediately, no questions asked issued me a refund to pay for the 2nd tyre I had fitted.Mistakes happen, the proof of a really good company is how they react when things go wrong. In this case the response was first class and ensures that I will be using them for my future tyre supplies.",refund positive,value for money positive,garage service negative,refund timescale positive,advisor/agent service positive,,,,,,,,,
Great service. Fast. Superb tyres at a competitive price. Recent DOT,tyre age/dot code negative,tyre quality negative,,,,,,,,,,,,
Bought the tyres I wanted online. Went to local garage I'd have used anyhow. Tyres fitted quickly. Job done. Brilliant.,location positive,length of fitting positive,length of fitting positive,,,,,,,,,,,
"Excellent service. Got exactly what I wanted for a very competitive price. The garage that did my fitting were also very friendly and polite. Shame they couldn’t fill my new tires with nitrogen, but other than that I was thrilled with every aspect of my buying experience.",value for money positive,garage service positive,,,,,,,,,,,,
"Recomend, excellent service",,,,,,,,,,,,,,
Simple efficient and inexpensive - what more can I say?,value for money positive,,,,,,,,,,,,,
A1 v good excellent,,,,,,,,,,,,,,
There was a mix up with the delivery but it was sorted and the tyre was changed.,,,,,,,,,,,,,,
Excellent service and quality,,,,,,,,,,,,,,
Ordered online. Picked a date with tyre fitting local to meTyres fitted Job done,,,,,,,,,,,,,,
"Needed front tyres for my car, wanted run flats, contacted [REDACTED] and got them at a most reasonable price, they were delivered to the garage I had requested and a time for fitting them was sent to me. This is the first time I have used this company but it definitely won't be my last. Great service.",value for money positive,delivery punctuality positive,ease of booking positive,,,,,,,,,,,
Simple and easy to use. No problems and great price,value for money positive,,,,,,,,,,,,,
"Bought two rear run flat tyres for my BMW 5 series. Will use [REDACTED] from now on, and have recommended to my freinds.",,,,,,,,,,,,,,
Excellent service as usual 😁,,,,,,,,,,,,,,
"Everything should be this easy... Ordering, delivery, service. Thank you.",ease of booking positive,,,,,,,,,,,,,
Tyres were priced competitive ordered and fitted within two days of purchase at a local tyre place of my choice really pleased with the prompt service,value for money positive,location positive,,,,,,,,,,,,
I had a issue with a delay of the fitting due a stock problem but I was notified in advance and the booking was rearranged for me. Everything ran smooth after that and i cannot fault the customer service and communication. I was given a good will gesture also which was a nice touch to a already good price. I will definatley use [REDACTED] again as issues somtimes arise and they dealt with it well in my case .,no stock negative,change of date negative,advisor/agent service positive,,,,,,,,,,,
"Really good. A really good, simple way of buying really good tyres. Simple!",,,,,,,,,,,,,,
Easy transaction for buying tyres online at a good price with the convenience of using a locally approved garage giving a great service to get them fitted.,location positive,ease of booking positive,value for money positive,,,,,,,,,,,
This is an easy review for me simply Excellent order your tyres they will tell you when they will arrive and they do. Perfect,delivery punctuality positive,,,,,,,,,,,,,
good priced tyres fitted as planned. staff polite,value for money positive,garage service positive,,,,,,,,,,,,
"Excellent service from start to finish. Had an issue that was dealt with quickly and professionally, would definitely recommend.",advisor/agent service positive,,,,,,,,,,,,,
"Great way to buy the right tyres to suit your budget and preferences. Reviews and tyre descriptions make it easy to choose. Delighted with my new tyres (Michelin Primacy 4 at 10% discount), fitting partner was excellent and whole buying process so much better than the bad old days of turning up at a grubby tyre centre and hoping all will be ok!I recommend this company without reservation.",value for money positive,discounts positive,garage service positive,,,,,,,,,,,
"Quick, reliable and friendly",,,,,,,,,,,,,,
Excellent price for great quality tyres. Easy to use website.,value for money positive,tyre quality positive,,,,,,,,,,,,
"Great price, excellent service",value for money positive,,,,,,,,,,,,,
"The overall buying experience was good. Although the original tyres I bought were not in stock, I was given the option of a better spec tyre at no extra cost. The customer service team were helpful and apologetic. I would use [REDACTED] again.",advisor/agent service positive,no stock negative,discounts positive,,,,,,,,,,,
Work was done to a very good standard and the service was very good.,,,,,,,,,,,,,,
Fantastic service from start to finish!,,,,,,,,,,,,,,
"Tyres were delivered promptly and on time to local fitter. Even though I'd made an error on the speed rating on the initial order which I didn't spot until I received the confirmation, the team at [REDACTED] were contactable quickly via email and on the telephone to help me resolve the issue and deliver the correct tyres on the scheduled day. Excellent service overall.",response time positive,delivery punctuality positive,advisor/agent service positive,location positive,,,,,,,,,,
Totally happy with my purchase,,,,,,,,,,,,,,
"Ordering online was fast and simple. I chose the fit at home service for an extra £6 and it was worth every penny, the fitting was quick and efficient and the fitter polite and helpful. I can thoroughly recommend this service.",mobile fitter positive,length of fitting positive,value for money positive,,,,,,,,,,,
Best and easiest way to buy tyres for your car and at the right price!!,value for money positive,,,,,,,,,,,,,
Great price and Daryl at Colwall MOT &Tyre Centre was very helpful,garage service positive,value for money positive,,,,,,,,,,,,
All went as per plan.,,,,,,,,,,,,,,
Quick delivery and good choice of appointments.Great communication and kept up to date prior to fitting.,advisor/agent service positive,delivery punctuality positive,,,,,,,,,,,,
Very easy to organise delivery and fitting great service,,,,,,,,,,,,,,
Great choice of tyres at varying price ranges to suit all pockets.Selecting a local garage was easy for them to be fitted.Would use again.,value for money positive,location positive,,,,,,,,,,,,
What ever tyre you want at great prices,value for money positive,,,,,,,,,,,,,
Great tyre price. Close fitting location.Picked fitting location ATS extremely professional .,location positive,garage service positive,value for money positive,,,,,,,,,,,
Quick efficient service. It went without a hitch.,,,,,,,,,,,,,,
Friendly and prompt service.Helpful. I would definitely use this branch again.,,,,,,,,,,,,,,
"Very good at What they do , very friendly and honest service :)",,,,,,,,,,,,,,
"Great straightforward process from order to fitting, would happily recommend",,,,,,,,,,,,,,
Needed 2 front tyres pretty quickly.for a m.o.t found [REDACTED].com who were very reasonably priced for really good tyres.easy to set up at on line and was done in less than 45min at local garage.would not hesitate to use them again.,garage service positive,length of fitting positive,value for money positive,,,,,,,,,,,
Excellent tyres and great service would recommend with no problems,,,,,,,,,,,,,,
Excellent service.Tyres delivered on time to fitters and the appointment there was to my wish and the service there was first class.,delivery punctuality positive,garage service positive,,,,,,,,,,,,
"[REDACTED] were OK, but I make a bad choice by going to Cambridge Performance Tyres. Over-inflated both front tyres significantly, while their paperwork suggested they should have been correct. Also 'lost' one of my nice valve caps.",garage service negative,damage negative,,,,,,,,,,,,
"Best price for branded tyres, fitted locally",location positive,value for money positive,,,,,,,,,,,,
Great service thanks again,,,,,,,,,,,,,,
"Easy to use website with a wide range of tyres at great prices. Excellent service from [REDACTED] fitting centre in Tesco Silverburn, Glasgow",garage service positive,value for money positive,,,,,,,,,,,,
"Great service, great tyres and a great price",value for money positive,,,,,,,,,,,,,
"Very quick service, easy to do and a really good rate.",value for money positive,,,,,,,,,,,,,
Very easy to order online Great prices Fitted new tyres at a local garage Excellent service all round,garage service positive,value for money positive,,,,,,,,,,,,
Easy order friendly and helpful staff,garage service positive,,,,,,,,,,,,,
From selecting my tyres to booking the fitting and driving home with new rubber, the process was simple and quick.Regular offers make it easy to find premium tyres at decent prices.,ease of booking positive,value for money positive,,,,,,,,,,,
Can't beat [REDACTED] for on price & local fitting service.,value for money positive,location positive,,,,,,,,,,,,
went like clockwork,,,,,,,,,,,,,,
"Easy to book in the tyre replacement, the garage were aware of the booking (although they did mention that not all the details get passed through from [REDACTED] hence they collected similar information), they did the work in the timeframe they advised and all is good",ease of booking positive,length of fitting positive,,,,,,,,,,,,
"Competitive, easy to use and reliable.",,,,,,,,,,,,,,
Whole process from ordering to arranging fitting was easy. I saved £80 compared to kwik-fit etc .,value for money positive,ease of booking positive,,,,,,,,,,,,
"First time that I've used [REDACTED]. First impression, excellent, the ordering process is very easy, and so is booking an appointment locally. Will use again because the price you can save a great selection for the car.",ease of booking positive,value for money positive,location positive,,,,,,,,,,,
"Excellent cost effective system, very easy to follow and service at tyre centre was equally as good.",garage service positive,value for money positive,ease of booking positive,,,,,,,,,,,
"great price,works well with local ats. highly recommended.",location positive,value for money positive,,,,,,,,,,,,
"I was able to purchase high quality tyres saving about £60.00 compared with other tyre dealers. They were paid for online, and I could choose a time to suit me for the fitting. The garage staff were very friendly and helpful.",tyre quality positive,value for money positive,garage service positive,,,,,,,,,,,
Simple easy process from start to finish,,,,,,,,,,,,,,
get best price on the market for my tyres. excellent service on changing tyres.,value for money positive,,,,,,,,,,,,,
Good price for tyres easy fitting would recommend to family and friends will be using in the future again,value for money positive,length of fitting positive,,,,,,,,,,,,
"I would have given five stars, but the tyres hadn't been delivered to the fitting station for the allotted time slot (they arrived three days later). The helpdesk was very helpful & polite though.However, in regard of value for money (nevermind the ease of choosing and booking on line and not having to buy from the limited range of my local tyre 'specialists') the other four stars are well deserved. I will be using [REDACTED] again this autumn for my winter tyres, when hopefully it'll be able to award the full five stars.",delivery punctuality negative,ease of booking positive,value for money positive,,,,,,,,,,,
Very good price on 4 Michelin pilot sport. 4. Quick and easy to arrange. Have used befor and will use again.,value for money positive,,,,,,,,,,,,,
Prompt and pleasant service. Tyres arrived and were fitted at my house at 8 am.,delivery punctuality positive,mobile fitter positive,wait time positive,,,,,,,,,,,
"I've used [REDACTED] a number of times, now, for my wife's car as well as my own. They provide a great range of tyre, quite spoilt for choice, and they're delivered at the exact day required. Recommended",delivery punctuality positive,,,,,,,,,,,,,
Good deal on tyres you want at a choice of fitting stations near you,value for money positive,location positive,,,,,,,,,,,,
Great price for good tyres thanks,value for money positive,,,,,,,,,,,,,
Great prices and exceptional fitting service,garage service positive,,,,,,,,,,,,,
As the title says. Can’t fault buying tyres this way. Replaced with Audi factory fit premium tyres for the same price that the dealership would fit budget tyres.,value for money positive,,,,,,,,,,,,,
Great value and great service from ATS Godalming,value for money positive,,,,,,,,,,,,,
Great service at great prices,value for money positive,,,,,,,,,,,,,
"Ordered what I needed spot on . Ordered what I needed ..... booked time slot to have the tyres fitted. I turned up was seen straight away and 30 minutes later I drove away with the tyres fitted. Very straight forward, great service",ease of booking positive,wait time positive,length of fitting positive,garage service positive,,,,,,,,,,
It’s not the first time that I use [REDACTED] services and I’m very happy with it. Never had a problem and it’s always a Very quick service and with quality. I do recommend this company :),,,,,,,,,,,,,,
"Even after I ordered the wrong size tyres, changing was easy. Fitted at the nearest garage in the scheme. pretty easy to organise.",ease of booking positive,garage service positive,,,,,,,,,,,,
"Good service,tyre arrived early and fitted same day.Good price. Will you again",delivery punctuality positive,value for money positive,,,,,,,,,,,,
Excellent!!,,,,,,,,,,,,,,
I AM HAPPY WITH THE PRICE I PAID. THEY FITTED THE TYRE AT THE CORECT TIME. WIL USE THEM AGAIN FOR SURE.,value for money positive,wait time positive,,,,,,,,,,,,
Convenient location plus good price. Garage staff very helpful.,garage service positive,value for money positive,location positive,,,,,,,,,,,
Excellent service. Couldn’t be happier,,,,,,,,,,,,,,
"Good price, good service. Well done.",value for money positive,,,,,,,,,,,,,
"Very good experience, would definitely recommend and use the service again.",,,,,,,,,,,,,,
Based on Woodley autos fitting the tyres,,,,,,,,,,,,,,
As always very happy with [REDACTED] !!!Simply the best ! Andreas,,,,,,,,,,,,,,
"It was my first time buying online tyres, but I have to admit that this online shop surprised me in good way with the prices and the customer service. Truly recommend them.",value for money positive,,,,,,,,,,,,,
Got tyres.............,,,,,,,,,,,,,,
I ordered my tyres on a Monday evening to be fitted on Wednesday only to get told they couldn’t do it. Speaking to the local garage he said they were never going to be fitted for the day I had booked for! It was then booked for the following Monday only to be cancelled again! Only an email to the ceo sorted it out to be fitted on the Monday! Will be using tyres on the drive from now on!,change of date negative,booking confusion negative,,,,,,,,,,,,
"I found the staff at BC.com very polite and helpful and BC themselves were/are one of the cheapest online tyre suppliers. My gripe though concerns the fact that having ordered and paid online for 5 tyres for my Land-rover, when the day came for them to be fitted I had rung up the previous afternoon to be told they didn’t have the tyres so the fitting wouldn’t take place. As it was a home fitting I’d taken the day off!!!!I was then told they could get four of the tyres for me by the following Tuesday and the fifth by the Friday. Great thought I.Well, I got my four tyres fitted on the Tuesday. No problem.Thursday afternoon came at at about 5.30pm I got an email from BC stating they couldn’t get my 5th tyre and “how did I want to proceed”.Livid???? Just a tad.I called BC but by then they’d closed for the day, so rang first thing the next day. Very helpful and polite lady understood my frustrations but went on to tell me that the tyre I’d ordered, paid for and expected to be fitted that morning couldn’t be obtained and BC didn’t know when they’d get some in. Great!!!Bottom line is a tyre was sourced (in Spain), and was eventually fitted the following Wednesday. Three weeks this took to complete.My advice would be make sure BC either have or can immediately source the tyres you’ after before committing to the deal.",change of date negative,value for money positive,no stock negative,advisor/agent service positive,delivery punctuality negative,,,,,,,,,
"Great system, makes things dead easy as I have a BMW with run flats",,,,,,,,,,,,,,
Good tyre choice at a fair price.,value for money positive,,,,,,,,,,,,,
"Arrived at garage to be informed that you had sent one correct tyre long with no incorrectly sized tyre, the problem was further exaggerated by [REDACTED] making a other appointment without consultation with me for 4 days later when I was due to be away. I therefore had to cancel the transaction and try to locate tyres elsewhere through my local garage they did mange his with lot of phone calls. The one positive was that the tyres eventually procured were in fact cheaper than through [REDACTED], so if anyone is reading this please ring around your local dealers before committing yourself.",change of date negative,incorrect tyres sent negative,value for money negative,,,,,,,,,,,
Quick to get fitted and saved money even tho same garage fitted them,length of fitting positive,value for money positive,,,,,,,,,,,,
"Used them lots of times. I guess the fitting location and time of day makes a difference. If busy you may have to plan going somewhere whilst the tyres are fitted but I choose mid week. So far, very good prices and plenty of reminders about the appointment.",value for money positive,ease of booking positive,,,,,,,,,,,,
"Discount CodesI had a previous bad experience with [REDACTED] fitting service via ATS. BC gave me a discount code for use on a future order. However when I came to order my next tyres there was a promotion for buying two tyres which I was able to take advantage of. However, the BC system is unable to process two discount codes therefore making my previous discount useless.ATS Aylesford still needed over an hour to fit two tyres I will not use them again.",discounts negative,length of fitting negative,discount not applied negative,,,,,,,,,,,
Really good and efficient service. My Honda dealer said that the price I was paying per tyre at [REDACTED] was less than they could buy them in for. Highly recommended. Thanks,value for money positive,,,,,,,,,,,,,
"Excellent. The Web site works really well, good communication throughout the transaction.. Local garages used. I don't think I would use any ware else again! Very pleased.",,,,,,,,,,,,,,
After contacting [REDACTED] an appointment was made with a local garage for four new tyres to be fitted the following day. Garage reception was polite and courteous. Tyres were fitted within 45 minutes of arrival. Altogether an excellent experience.,ease of booking positive,garage service positive,length of fitting positive,,,,,,,,,,,
Good service in a timely way,wait time positive,,,,,,,,,,,,,
"Very good service, thank you.",,,,,,,,,,,,,,
"My first appointment was declined by the garage on the date I picked but fortunately [REDACTED] sorted me another appointment at 3 days notice with a different garage, can't fault them👍",ease of booking positive,advisor/agent service positive,,,,,,,,,,,,
It was nice and easy to navigate the site with a good variety of tyres and garages available. Very pleased.,,,,,,,,,,,,,,
A very easy ordering process good competitive prices and a good selection of fitting centres. Very happy yet again.,value for money positive,location positive,,,,,,,,,,,,
"Plenty of tyres to choose from, very convenient and you can pick a time & date that suits you to get them fitted. They saved me a lot of money which is always nice.",value for money positive,ease of booking positive,,,,,,,,,,,,
"Great tyres, great price, great service",value for money positive,,,,,,,,,,,,,
"Quick, easy and simple process. Cheaper than going to fitting centres direct.",value for money positive,,,,,,,,,,,,,
"Very simple process. Tyres delivered to a local garage fitting service, convenient to my location.",location positive,,,,,,,,,,,,,
